run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].wlan[0].mac,rcvdPkFromHL:sum(packetBytes),,,46555,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].wlan[0].mac,passedUpPk:count,,,478,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,passedUpPk:count,interpolationmode,none,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,passedUpPk:count,source,packetSentToUpper,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].wlan[0].mac,passedUpPk:sum(packetBytes),,,119794,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].mac,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].wlan[0].radio,transmissionState:count,,,740,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,transmissionState:count,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,transmissionState:count,source,transmissionStateChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,transmissionState:count,title,"Radio transmission state, count",,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].wlan[0].radio,receptionState:count,,,1327,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,receptionState:count,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,receptionState:count,source,receptionStateChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,receptionState:count,title,"Radio reception state, count",,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].wlan[0].radio,radioMode:count,,,372,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,radioMode:count,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,radioMode:count,source,radioModeChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,radioMode:count,title,"Radio mode, count",,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].middleware.DEN,transmission:count,,,0,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].middleware.DEN,transmission:count,source,DenmSent,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.node[3].middleware.DEN,reception:count,,,0,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].middleware.DEN,reception:count,source,DenmReceived,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium.propagation,Arrival computation count,,,1998,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,transmission count,,,688,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,radio frame send count,,,1998,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,reception computation count,,,1998,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,interference computation count,,,6686,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,reception decision computation count,,,1998,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,listening decision computation count,,,2690,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,reception cache hit,,,85.714285714286,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.radioMedium,reception cache hit,unit,%,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,interference cache hit,,,66.666666666667,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.radioMedium,interference cache hit,unit,%,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,noise cache hit,,,0,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.radioMedium,noise cache hit,unit,%,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,snir cache hit,,,50,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.radioMedium,snir cache hit,unit,%,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,reception decision cache hit,,,50,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.radioMedium,reception decision cache hit,unit,%,,,,,,,,,
General-0-20220829-17:02:36-12114,scalar,CanvasWorld.radioMedium,reception result cache hit,,,0,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.radioMedium,reception result cache hit,unit,%,,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[0].wlan[0].radio,radioChannel:histogram,,,,1,,180,NaN,180,180," 179 180 181"," 0 1"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,radioChannel:histogram,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,radioChannel:histogram,source,radioChannelChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,radioChannel:histogram,title,"Radio channel, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[0].wlan[0].radio,symbolErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,symbolErrorRate:histogram,source,symbolErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,symbolErrorRate:histogram,title,"Symbol error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[0].wlan[0].radio,bitErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,bitErrorRate:histogram,source,bitErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,bitErrorRate:histogram,title,"Bit error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[0].wlan[0].radio,packetErrorRate:histogram,,,,512,,0,0,0,0," -0.5 -0.48 -0.46 -0.44 -0.42 -0.4 -0.38 -0.36 -0.34 -0.32 -0.3 -0.28 -0.26 -0.24 -0.22 -0.2 -0.18 -0.16 -0.14 -0.12 -0.1 -0.08 -0.06 -0.04 -0.02 0 0.02 0.04 0.06 0.08 0.1 0.12 0.14 0.16 0.18 0.2 0.22 0.24 0.26 0.28 0.3 0.32 0.34 0.36 0.38 0.4 0.42 0.44 0.46 0.48 0.5"," 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,packetErrorRate:histogram,source,packetErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,packetErrorRate:histogram,title,"Packet error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[0].wlan[0].radio,minSNIR:histogram,,,,512,,768775.55167855,957254.81029549,45223.338330468,4526264.3579451," 0 100000 200000 300000 400000 500000 600000 700000 800000 900000 1000000 1100000 1200000 1300000 1400000 1500000 1600000 1700000 1800000 1900000 2000000 2100000 2200000 2300000 2400000 2500000 2600000 2700000 2800000 2900000 3000000 3100000 3200000 3300000 3400000 3500000 3600000 3700000 3800000 3900000 4000000 4100000 4200000 4300000 4400000 4500000 4600000 4700000 4800000 4900000 5000000 5100000 5200000 5300000 5400000 5500000 5600000 5700000"," 49 125 82 52 11 19 13 39 6 1 3 1 1 3 7 7 5 4 4 6 5 3 2 2 0 3 0 1 1 54 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,minSNIR:histogram,source,minSNIR,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[0].wlan[0].radio,minSNIR:histogram,title,"Min SNIR, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[1].wlan[0].radio,radioChannel:histogram,,,,1,,180,NaN,180,180," 179 180 181"," 0 1"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,radioChannel:histogram,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,radioChannel:histogram,source,radioChannelChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,radioChannel:histogram,title,"Radio channel, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[1].wlan[0].radio,symbolErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,symbolErrorRate:histogram,source,symbolErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,symbolErrorRate:histogram,title,"Symbol error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[1].wlan[0].radio,bitErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,bitErrorRate:histogram,source,bitErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,bitErrorRate:histogram,title,"Bit error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[1].wlan[0].radio,packetErrorRate:histogram,,,,513,,0,0,0,0," -0.5 -0.48 -0.46 -0.44 -0.42 -0.4 -0.38 -0.36 -0.34 -0.32 -0.3 -0.28 -0.26 -0.24 -0.22 -0.2 -0.18 -0.16 -0.14 -0.12 -0.1 -0.08 -0.06 -0.04 -0.02 0 0.02 0.04 0.06 0.08 0.1 0.12 0.14 0.16 0.18 0.2 0.22 0.24 0.26 0.28 0.3 0.32 0.34 0.36 0.38 0.4 0.42 0.44 0.46 0.48 0.5"," 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,packetErrorRate:histogram,source,packetErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,packetErrorRate:histogram,title,"Packet error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[1].wlan[0].radio,minSNIR:histogram,,,,513,,1179355.2616131,1086142.6216646,117425.61814231,5236831.8729136," 0 100000 200000 300000 400000 500000 600000 700000 800000 900000 1000000 1100000 1200000 1300000 1400000 1500000 1600000 1700000 1800000 1900000 2000000 2100000 2200000 2300000 2400000 2500000 2600000 2700000 2800000 2900000 3000000 3100000 3200000 3300000 3400000 3500000 3600000 3700000 3800000 3900000 4000000 4100000 4200000 4300000 4400000 4500000 4600000 4700000 4800000 4900000 5000000 5100000 5200000 5300000 5400000 5500000 5600000 5700000 5800000 5900000 6000000 6100000 6200000 6300000 6400000 6500000 6600000"," 0 67 64 49 28 29 22 23 13 20 16 4 3 4 8 9 5 3 7 4 9 6 2 5 6 6 4 4 4 83 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,minSNIR:histogram,source,minSNIR,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[1].wlan[0].radio,minSNIR:histogram,title,"Min SNIR, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[2].wlan[0].radio,radioChannel:histogram,,,,1,,180,NaN,180,180," 179 180 181"," 0 1"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,radioChannel:histogram,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,radioChannel:histogram,source,radioChannelChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,radioChannel:histogram,title,"Radio channel, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[2].wlan[0].radio,symbolErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,symbolErrorRate:histogram,source,symbolErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,symbolErrorRate:histogram,title,"Symbol error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[2].wlan[0].radio,bitErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,bitErrorRate:histogram,source,bitErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,bitErrorRate:histogram,title,"Bit error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[2].wlan[0].radio,packetErrorRate:histogram,,,,495,,0,0,0,0," -0.5 -0.48 -0.46 -0.44 -0.42 -0.4 -0.38 -0.36 -0.34 -0.32 -0.3 -0.28 -0.26 -0.24 -0.22 -0.2 -0.18 -0.16 -0.14 -0.12 -0.1 -0.08 -0.06 -0.04 -0.02 0 0.02 0.04 0.06 0.08 0.1 0.12 0.14 0.16 0.18 0.2 0.22 0.24 0.26 0.28 0.3 0.32 0.34 0.36 0.38 0.4 0.42 0.44 0.46 0.48 0.5"," 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,packetErrorRate:histogram,source,packetErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,packetErrorRate:histogram,title,"Packet error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[2].wlan[0].radio,minSNIR:histogram,,,,495,,1304794.7249752,1114777.3664812,100086.57213804,5366195.9815001," 0 100000 200000 300000 400000 500000 600000 700000 800000 900000 1000000 1100000 1200000 1300000 1400000 1500000 1600000 1700000 1800000 1900000 2000000 2100000 2200000 2300000 2400000 2500000 2600000 2700000 2800000 2900000 3000000 3100000 3200000 3300000 3400000 3500000 3600000 3700000 3800000 3900000 4000000 4100000 4200000 4300000 4400000 4500000 4600000 4700000 4800000 4900000 5000000 5100000 5200000 5300000 5400000 5500000 5600000 5700000 5800000 5900000 6000000 6100000 6200000 6300000 6400000 6500000 6600000 6700000"," 0 56 32 31 18 37 18 48 19 18 20 7 6 8 7 4 6 8 8 6 7 6 7 12 13 10 9 7 6 39 2 1 0 1 2 0 0 1 2 0 2 1 1 1 1 1 0 1 1 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,minSNIR:histogram,source,minSNIR,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[2].wlan[0].radio,minSNIR:histogram,title,"Min SNIR, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[3].wlan[0].radio,radioChannel:histogram,,,,1,,180,NaN,180,180," 179 180 181"," 0 1"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,radioChannel:histogram,interpolationmode,sample-hold,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,radioChannel:histogram,source,radioChannelChanged,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,radioChannel:histogram,title,"Radio channel, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[3].wlan[0].radio,symbolErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,symbolErrorRate:histogram,source,symbolErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,symbolErrorRate:histogram,title,"Symbol error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[3].wlan[0].radio,bitErrorRate:histogram,,,,0,,NaN,NaN,NaN,NaN," 0 1"," 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,bitErrorRate:histogram,source,bitErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,bitErrorRate:histogram,title,"Bit error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[3].wlan[0].radio,packetErrorRate:histogram,,,,478,,0,0,0,0," -0.5 -0.48 -0.46 -0.44 -0.42 -0.4 -0.38 -0.36 -0.34 -0.32 -0.3 -0.28 -0.26 -0.24 -0.22 -0.2 -0.18 -0.16 -0.14 -0.12 -0.1 -0.08 -0.06 -0.04 -0.02 0 0.02 0.04 0.06 0.08 0.1 0.12 0.14 0.16 0.18 0.2 0.22 0.24 0.26 0.28 0.3 0.32 0.34 0.36 0.38 0.4 0.42 0.44 0.46 0.48 0.5"," 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,packetErrorRate:histogram,source,packetErrorRate,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,packetErrorRate:histogram,title,"Packet error rate, histogram",,,,,,,,,
General-0-20220829-17:02:36-12114,histogram,CanvasWorld.node[3].wlan[0].radio,minSNIR:histogram,,,,478,,819220.14825893,1120660.7990092,45225.06749546,5764074.3708563," 0 100000 200000 300000 400000 500000 600000 700000 800000 900000 1000000 1100000 1200000 1300000 1400000 1500000 1600000 1700000 1800000 1900000 2000000 2100000 2200000 2300000 2400000 2500000 2600000 2700000 2800000 2900000 3000000 3100000 3200000 3300000 3400000 3500000 3600000 3700000 3800000 3900000 4000000 4100000 4200000 4300000 4400000 4500000 4600000 4700000 4800000 4900000 5000000 5100000 5200000 5300000 5400000 5500000 5600000 5700000 5800000 5900000 6000000 6100000 6200000 6300000 6400000 6500000 6600000 6700000 6800000 6900000 7000000 7100000 7200000"," 54 87 70 59 33 19 16 17 4 12 10 6 5 7 2 3 2 1 2 1 5 2 4 3 2 2 5 4 2 9 0 0 1 0 1 0 0 2 2 3 4 3 5 4 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,minSNIR:histogram,source,minSNIR,,,,,,,,,
General-0-20220829-17:02:36-12114,attr,CanvasWorld.node[3].wlan[0].radio,minSNIR:histogram,title,"Min SNIR, histogram",,,,,,,,,
